seller_id,Orders,Items,Revenue,Freight,Avg_Review,Avg_Delivery_Days,Avg_Delay_Days,Late_Delivery_Rate,Avg_Seller_Handoff_Days,seller_city,seller_state
062ce95fa2ad4dfaedfc79260130565f,54,59,7479.1,1184.33,4.016949152542373,12.745762711864407,-13.474576271186441,3.389830508474576,4.711864406779661,lajeado,RS
06532f10282704ef4c69168b914b77be,7,8,9827.95,632.8,4.625,16.125,-12.875,0.0,2.0,paincandu,PR
06579cb253ecd5a3a12a9e6eb6bf8f47,61,70,4587.400000000001,1420.57,3.842857142857143,10.485714285714286,-9.114285714285714,10.0,1.3857142857142857,sao paulo - sp,SP
066a6914e1ebf3ea95a216c73a986b91,66,72,8956.38,1655.18,3.9722222222222223,13.63888888888889,-16.77777777777778,4.166666666666666,2.5,foz do iguacu,PR
0691148aee60ca47977c187804f935ae,47,54,5904.41,1541.91,4.0,12.62962962962963,-12.814814814814815,3.7037037037037033,1.8703703703703705,londrina,PR
0692610d8abe24f287e9fae90ea0bbee,4,4,173.99,31.73,4.0,6.25,-6.25,25.0,4.0,sao paulo,SP
06a2c3af7b3aee5d69171b0e14f0ee87,389,403,36220.97,12124.73,4.025252525252525,17.277915632754343,-11.240694789081886,19.35483870967742,4.0148883374689825,sao luis,MA
06bb3a2fe5e7b7a845b13e8fb91bd944,17,18,1536.19,326.14,4.611111111111111,8.333333333333334,-13.833333333333334,0.0,0.6111111111111112,belo horizonte,MG
06df0c10d34e459d9672bc77388742eb,26,30,9070.0,525.77,4.366666666666666,9.2,-14.666666666666666,3.3333333333333335,0.6666666666666666,maringa,PR
06e5eefc71ec47ae763c5c6f8db7064f,90,93,21648.670000000002,2151.65,3.956043956043956,10.53763440860215,-16.913978494623656,0.0,1.4623655913978495,porto alegre,RS
07017df32dc5f2f1d2801e579548d620,8,9,946.49,181.75,4.111111111111111,9.666666666666666,-25.333333333333332,0.0,1.0,joao pessoa,PB
070d165398b553f3b4b851c216b8a358,31,38,3333.17,967.9399999999999,3.5405405405405403,10.631578947368421,-9.078947368421053,10.526315789473683,3.0,sao paulo,SP
0725b8c0f3f906e58f70cbe76b7c748c,16,39,2263.73,760.77,3.641025641025641,11.282051282051283,-16.076923076923077,10.256410256410255,4.461538461538462,guarulhos,SP
0743a0239d764b9a0f959a57d07e36ab,4,4,336.96,66.26,4.75,4.75,-7.0,0.0,1.25,sao paulo,SP
0747d5bb69f0586cc869d8af4c50f93e,12,13,322.8,181.44,3.8461538461538463,13.846153846153847,-16.307692307692307,7.6923076923076925,4.769230769230769,saquarema,RJ
0761743cbffb25d7148189e9f1a5f03a,3,7,241.2,86.2,4.285714285714286,13.857142857142858,-8.142857142857142,0.0,2.7142857142857144,ribeirao preto,SP
077c5fae4bea9500e3737b16f71b9d3a,4,6,106.80000000000001,70.44,4.666666666666667,7.5,-9.833333333333334,0.0,4.166666666666667,sorocaba,SP
0791d9fc1e30678ecf03d3e55fa108d3,5,11,842.0,186.99,2.727272727272727,5.7272727272727275,-18.272727272727273,0.0,0.9090909090909091,belo horizonte,MG
079d295dcbf06ee8bb1b65ba964eb2b6,5,10,349.3,190.79,4.8,6.3,-10.6,0.0,0.0,sao paulo,SP
07a9bc7f61396b658ddf3ac534efe44c,1,2,239.8,31.18,3.5,5.0,-5.0,0.0,1.0,sao paulo,SP
07bf9669d84d1f11be443a9dd938f698,18,24,1776.0,646.22,3.25,8.291666666666666,-19.125,0.0,0.875,sao paulo,SP
07d75e33f2750d97d467fb57e4dfdd8a,2,2,722.4,37.19,2.5,11.5,-11.5,0.0,4.5,sao paulo,SP
07de60b03d150fb3ea09eab5da5e4c8b,9,9,719.1,169.9,4.333333333333333,12.88888888888889,-12.666666666666666,11.11111111111111,0.4444444444444444,ibitinga,SP
07e8e8fc5222bb358e6f259da3197074,2,2,51.8,23.06,4.0,8.0,-6.5,0.0,3.5,sao paulo,SP
080102cd0a76b09e0dcf55fcacc60e05,122,128,5612.65,2160.83,4.53125,9.296875,-11.8828125,3.90625,0.546875,belo horizonte,MG
080199a181c46c657dc5aa235411be3b,79,83,14504.2,1040.68,4.609756097560975,7.626506024096385,-9.650602409638553,1.2048192771084338,1.6024096385542168,osasco,SP
08061dc0fc165ed41288cc7acde738ee,4,4,123.8,58.42,4.5,19.5,-1.0,25.0,7.0,osasco,SP
08084d990eb3f53af056ccbc1730c8a7,12,12,372.5,234.29,4.454545454545454,8.0,-15.75,0.0,2.75,sao paulo,SP
081acf3de680d554796c9cf041be7bc2,4,8,1597.3,205.5,4.125,13.125,-18.0,12.5,3.25,vespasiano,MG
082e0bf4cb865a6533b1e8e498cc0255,11,23,2073.3,991.03,3.3043478260869565,12.73913043478261,-17.782608695652176,13.043478260869565,0.7391304347826086,botucatu,SP
085f6f7e049c996695fb2074fe38d45e,6,8,305.4,130.56,3.625,10.125,-15.25,0.0,2.375,taubate,SP
08633c14ef2db992c11f840f04fad4cd,74,97,7644.3,1424.52,4.237113402061856,9.721649484536082,-11.845360824742269,5.154639175257731,0.5670103092783505,ribeirao pires,SP
0873d9f8f36123f8d910f4760e788cfb,6,6,7265.59,161.06,3.1666666666666665,12.833333333333334,-7.833333333333333,33.33333333333333,4.5,barueri,SP
0885aaf116795758dfeb5f1032487bcd,27,29,2573.1,499.04,4.241379310344827,5.241379310344827,-11.448275862068966,0.0,0.13793103448275862,ferraz de vasconcelos,SP
0887a9f087bcd5d9f6642b52f897fc6c,12,12,1642.0,220.35,4.416666666666667,13.583333333333334,-12.416666666666666,8.333333333333332,0.6666666666666666,cananeia,SP
08ad4ac1388e4420ca531c3edfc46198,6,7,221.62,89.05,2.7142857142857144,6.571428571428571,-12.142857142857142,0.0,0.14285714285714285,itapevi,SP
08cdbae123ff67ca4e36d9d641ce0119,4,7,3517.99,1158.06,2.4285714285714284,28.571428571428573,4.714285714285714,71.42857142857143,10.285714285714286,uba,MG
08d0949a9a17c027262db1f3c450c26c,12,13,354.7,254.75,3.5384615384615383,13.461538461538462,-11.76923076923077,0.0,3.3076923076923075,cascavel,PR
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,1,538.0,67.57,5.0,10.0,-13.0,0.0,5.0,belo horizonte,MG
08d2d642cf72b622b14dde1d2f5eb2f5,16,21,939.0,318.01,4.428571428571429,14.333333333333334,-11.666666666666666,9.523809523809524,2.6666666666666665,marilia,SP
08f5819815f3d06545011850bd70f0a8,3,3,452.0,70.83,4.666666666666667,7.666666666666667,-15.333333333333334,0.0,1.3333333333333333,santos,SP
091065b789659bc3cd9af9cb3a6253ff,2,2,1359.0,85.37,3.5,11.0,-11.0,0.0,0.5,canoas,RS
0936e1837d0c79253456bbb2ffaaef10,1,2,38.9,31.12,5.0,18.0,-12.0,0.0,4.0,sao paulo,SP
093805f8f2aeb63881444571e1f48f30,22,27,1215.79,343.94,3.814814814814815,7.7407407407407405,-10.777777777777779,3.7037037037037033,1.5925925925925926,osasco,SP
094ced053e257ae8cae57205592d6712,19,19,1519.2,459.03000000000003,4.052631578947368,11.789473684210526,-15.68421052631579,0.0,0.9473684210526315,ribeirao preto,SP
0951a6e282947e09cd47969f4ed0b47f,7,7,492.3,88.02,4.857142857142857,4.285714285714286,-7.571428571428571,0.0,0.42857142857142855,taboao da serra,SP
09883d9ab71c8fe8a9bfc7fc3075b07e,4,4,269.6,60.489999999999995,4.0,14.0,-5.25,25.0,1.5,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,16,19,5003.84,702.09,3.0526315789473686,10.0,-11.31578947368421,15.789473684210526,1.6842105263157894,sao paulo,SP
09bad886111255c5b5030314fc7f1a4a,5,5,487.5,72.86,5.0,6.0,-4.4,0.0,1.6,sao paulo,SP
09f952a5f58d2285b0372551ae8f9b01,50,56,11821.5,1524.96,3.875,12.660714285714286,-12.125,5.357142857142857,1.6964285714285714,sao bernardo do campo,SP
0a198e95d32b1be2da9424c962a6ebfa,1,1,69.99,16.68,5.0,16.0,-4.0,0.0,12.0,contagem,MG
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,2,462.0,22.799999999999997,5.0,5.0,-10.0,0.0,3.5,sao paulo,SP
0a85ebe4e328db81ac9109781205e2f7,12,12,667.9,137.75,4.583333333333333,4.75,-8.416666666666666,8.333333333333332,0.6666666666666666,jundiai,SP
0aa2205ca24f113f4658a5c536667426,4,11,815.62,172.48,2.8181818181818183,6.454545454545454,-14.090909090909092,0.0,0.7272727272727273,sao paulo,SP
0ac4201fda2c68ebc0e47cb9423cf3c9,13,15,1716.8700000000001,249.78,4.333333333333333,12.8,-12.133333333333333,6.666666666666667,1.2666666666666666,sao paulo,SP
0ad80de75c811326389cfb1daba7d45e,6,6,1449.4,115.32000000000001,5.0,8.5,-12.5,0.0,0.3333333333333333,rio de janeiro,RJ
0adac9fbd9a2b63cccaac4f8756c1ca8,106,135,15566.5,2409.75,4.007407407407407,12.325925925925926,-11.274074074074074,4.444444444444445,3.311111111111111,louveira,SP
0ade5cc4a305ed7093a23f68ca47519c,2,2,158.88,42.39,5.0,6.5,-21.0,0.0,1.0,curitiba,PR
0aea4c6ae1505b3228ddf3dd7822ee5b,8,8,1427.91,151.75,3.875,17.875,-6.5,25.0,0.75,sorocaba,SP
0af2ab31141893d26aca5a404a537dab,1,1,59.0,15.51,5.0,5.0,-6.0,0.0,0.0,sao paulo,SP
0af977692321d895349eded183341d28,2,2,257.75,19.47,4.5,2.0,-8.5,0.0,0.5,santos,SP
0afccdb8a34ee5c79f7c06faf2b4d56e,24,24,1185.6,371.49,4.086956521739131,12.958333333333334,-10.375,8.333333333333332,2.7916666666666665,uberlandia,MG
0b09101900100c0e9d312861fad5a1b9,1,1,153.75,14.61,4.0,18.0,-61.0,0.0,23.0,sao paulo,SP
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,3,1416.76,133.88,4.666666666666667,11.666666666666666,-18.0,0.0,3.0,guarulhos,SP
0b18d63d0cd1d723567903fd34a07df2,9,14,1678.1399999999999,265.89,4.785714285714286,6.571428571428571,-15.714285714285714,0.0,1.0,sp,SP
0b1ca3ef18a63d7eb0c8897fa0849c08,1,1,55.0,7.87,5.0,6.0,-6.0,0.0,3.0,sao roque,SP
0b35c634521043bf4b47e21547b99ab5,50,77,13235.65,1455.14,3.526315789473684,16.92207792207792,-14.844155844155845,11.688311688311687,2.4935064935064934,teixeira soares,PR
0b36063d5818f81ccb94b54adfaebbf5,1,15,765.0,18.0,5.0,14.0,-21.0,0.0,1.0,jaragua do sul,SC
0b3f27369a4d8df98f7eb91077e438ac,2,3,245.18,37.91,3.6666666666666665,7.666666666666667,-9.666666666666666,0.0,1.0,aruja,SP
0b46f784306be7200ca1700aa55d819f,1,1,19.9,10.96,5.0,3.0,-15.0,0.0,1.0,belo horizonte,MG
0b64bcdb0784abc139af04077d49a20e,4,4,137.6,68.21000000000001,4.75,8.0,-18.0,0.0,2.0,canoas,RS
0b90b6df587eb83608a64ea8b390cf07,163,214,29075.68,3669.85,4.028169014084507,14.088785046728972,-18.22429906542056,3.2710280373831773,1.7897196261682242,maringa,PR
0bae85eb84b9fb3bd773911e89288d54,136,145,7433.5599999999995,2907.0,4.227586206896552,9.786206896551723,-15.248275862068965,0.6896551724137931,0.5448275862068965,itajai,SP
0bb27263628258b8111a0262769fa9db,1,1,22.2,10.96,5.0,41.0,-17.0,0.0,40.0,sao paulo,SP
0bb738e4d789e63e2267697c42d35a2d,28,29,1979.4,591.7,4.620689655172414,11.482758620689655,-14.10344827586207,3.4482758620689653,2.0,sao roque,SP
0be8ff43f22e456b4e0371b2245e4d01,156,175,11336.0,2508.49,3.9657142857142857,9.851428571428572,-11.82857142857143,6.2857142857142865,1.72,sao paulo,SP
0bebbb2cea103a4a020c95d43fd7d754,9,9,1367.2,147.14,4.888888888888889,5.444444444444445,-10.444444444444445,0.0,0.3333333333333333,sao paulo,SP
0bf0150d5b9d60d9cd2906003332f085,39,62,5774.6,1097.74,3.711864406779661,13.612903225806452,-7.241935483870968,14.516129032258066,4.435483870967742,sao paulo,SP
0bfd0b434243adc5c2e1aa6baf19c6aa,6,6,371.2,65.78999999999999,3.6666666666666665,8.0,-20.5,0.0,0.8333333333333334,rio de janeiro,RJ
0c7533c71df861ec58ad7ff999ed0e8d,61,74,3043.2,888.34,4.04054054054054,10.175675675675675,-9.783783783783784,4.054054054054054,2.4054054054054053,valinhos,SP
0c7f30ae9b147eca07affbef92832a6a,5,5,479.5,87.61,5.0,8.0,-16.8,0.0,1.2,ponta grossa,PR
0c8380b62e38e8a1e6adbeba7eb9688c,180,220,17438.79,4121.57,4.068807339449541,12.0,-12.518181818181818,4.545454545454546,2.2818181818181817,tres coracoes,MG
0cab2da43793a6f3c5ed8514c5f54627,3,3,309.70000000000005,57.2,5.0,4.666666666666667,-21.333333333333332,0.0,-0.3333333333333333,curitiba,PR
0cbcee27c791afa0cdcb08587a2013a8,37,39,5054.15,783.53,4.0,12.461538461538462,-14.948717948717949,10.256410256410255,1.358974358974359,tres coracoes,MG
0d33a55da925bbf1ff02af5f6059fc7f,22,25,575.3,394.95,4.52,8.6,-12.04,4.0,0.96,sao paulo,SP
0d4c8269e7f0401201794deef160edd6,3,4,792.64,99.39,4.0,18.25,-6.25,0.0,2.5,ribeirao preto,SP
0d83f8e03188682112cc0d93523705cc,4,8,696.26,124.31,2.75,24.875,-0.5,50.0,3.5,porto alegre,RS
0d85bbda9889ce1f7e63778d24f346eb,51,58,4845.2,1624.5,4.211538461538462,17.79310344827586,-10.120689655172415,18.96551724137931,2.189655172413793,uberlandia,MG
0daf5180aa44356f60f8effa533b55a2,2,2,144.8,38.83,5.0,7.5,-5.0,0.0,0.0,goiania,GO
0db783cfcd3b73998abc6e10e59a102f,132,137,9077.4,1999.15,4.213235294117647,11.197080291970803,-13.087591240875913,3.64963503649635,1.874074074074074,santos,SP
0dd184061fb0eaa7ca37932c68ab91c5,161,193,18446.92,5319.5,3.953125,10.813471502590673,-11.2279792746114,8.808290155440414,1.9896373056994818,guarulhos,SP
0ddefe3c7a032b91f4e25b9c3a08fca1,9,10,402.9,150.0,4.5,8.3,-8.8,0.0,2.0,sao bernardo do campo,SP
0df3984f9dfb3d49ac6366acbd3bbb85,86,88,9891.49,1483.05,4.340909090909091,9.136363636363637,-14.806818181818182,1.1363636363636365,1.875,betim,MG
0dfbed20065e425d2eaefb101f9816c0,3,3,84.35,49.25,2.6666666666666665,21.0,-2.0,33.33333333333333,2.6666666666666665,porto ferreira,SP
0e44d110fa6a54e121cb2c095a77762f,6,6,223.32,70.06,4.333333333333333,11.5,-7.333333333333333,16.666666666666664,3.0,francisco morato,SP
0e72c1a751b496722a6cb1f10653b62a,3,3,140.8,51.300000000000004,4.666666666666667,6.333333333333333,-12.333333333333334,0.0,0.3333333333333333,sao paulo,SP
0e982cff76cc0579f632cea8a0e38c9d,6,7,971.9,109.25999999999999,4.142857142857143,7.857142857142857,-12.285714285714286,0.0,3.142857142857143,itajai,SC
0ea22c1cfbdc755f86b9b54b39c16043,234,273,10826.3,4335.67,4.353159851301116,10.505494505494505,-16.82051282051282,0.7326007326007326,1.032967032967033,sete lagoas,MG
0eaa7e33d73809f1f925f7d07c506cbd,15,15,1552.0,194.9,4.714285714285714,5.466666666666667,-14.8,0.0,0.5333333333333333,santo andre,SP
0ebd97a106433a45a4aebe57c1799778,31,32,3046.8,614.88,4.5,8.75,-17.125,0.0,1.5625,contagem,MG
0ec28cec4046a4a199b6de9b4c891d97,3,4,296.6,56.04,5.0,8.75,-6.5,0.0,2.25,goiania,GO
0ed6ce5d87fd9c69eaacaeb778d67235,42,42,2026.52,670.78,4.390243902439025,15.547619047619047,-12.785714285714286,14.285714285714285,4.095238095238095,americana,SP
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,1,59.9,11.03,5.0,6.0,-15.0,0.0,3.0,santana de parnaiba,SP
0ef83d7d83ed97cd2a0049ac8be5f88a,48,56,4699.01,1064.41,4.254545454545455,9.303571428571429,-13.910714285714286,1.7857142857142856,1.0714285714285714,curitiba,PR
0f0c984a4a955310903b6b6008660bad,4,4,369.81,111.57000000000001,3.75,13.5,-10.0,0.0,1.0,franca,SP
0f519b0d2e5eb2227c93dd25038bfc01,1,1,79.9,23.0,5.0,12.0,-40.0,0.0,2.0,ibitinga,SP
0f7eea709efdf942b5f95c7516dbacd7,3,3,195.74,44.32,4.0,7.666666666666667,-20.0,0.0,1.6666666666666667,pedrinhas paulista,SP
0f80a40c312b2472dca482cf50f5186f,1,1,129.9,20.1,3.0,5.0,-17.0,0.0,0.0,lencois paulista,SP
